state,city,crime_type,year,time_of_day,season,latitude,longitude,population_density,police_presence_index,street_lighting_index,repeat_offender_rate,crime_count,severity_weight,severity_score,time_severity,norm_crime_count,norm_severity_score,norm_population_density,norm_police_presence_index,norm_street_lighting_index,norm_repeat_offender_rate,norm_time_severity,police_risk,lighting_risk,risk_index,final_risk_index,risk_level,cluster,pca1,pca2
Nagaland,Nagaland_City_5,Harassment,2019,Evening,Monsoon,12.16279792,73.37685666,12490,0.608875057,0.556414252,0.387117721,157,2,314,5,0.2511415525114154,0.0949913644214162,0.6229384553499597,0.5120122975494823,0.4455033730450921,0.9674175148743556,0.6,0.4879877024505177,0.5544966269549079,0.4360639184696285,0.4796890663156965,Medium Risk,2,0.035609013747621154,0.015242655786513432
Nagaland,Nagaland_City_2,Dowry Death,2021,Evening,Winter,33.03951576,72.04405685,1088,0.395318048,0.560087887,0.371072676,276,5,1380,5,0.5228310502283104,0.5552677029360967,0.0496279163314561,0.2445802245443026,0.4501147257624565,0.9261711699695616,0.6,0.7554197754556974,0.5498852742375435,0.5686784079043435,0.6482528268030952,Medium Risk,2,0.21022076657800837,-0.1957816533714669
Uttarakhand,Uttarakhand_City_2,Dowry Death,2021,Night,Monsoon,18.78926347,70.68103599,14366,0.515583513,0.893648146,0.105158168,431,5,2155,7,0.8767123287671232,0.8898963730569948,0.7172666934835076,0.3951856425846063,0.8688182732690657,0.2425955544348851,1.0,0.6048143574153937,0.1311817267309343,0.7365679821769294,0.8616540781041256,High Risk,0,0.6480010372949493,-0.08632821258994605
Sikkim,Sikkim_City_3,Dowry Death,2019,Morning,Monsoon,15.18131765,78.09350671,9319,0.869959676,0.458391747,0.356714754,289,5,1445,2,0.5525114155251141,0.5833333333333333,0.4634955752212389,0.8389620015928534,0.3224600263885458,0.8892618435745201,0.0,0.1610379984071466,0.6775399736114542,0.5056289198738438,0.5681118192515918,Medium Risk,1,-0.4047094054437377,-0.05311764554685361
Haryana,Haryana_City_1,Cyber Crime,2021,Evening,Monsoon,13.01769222,75.73638985,5011,0.78917854,0.241325886,0.029224852,222,2,444,5,0.3995433789954338,0.1511226252158894,0.2468825422365245,0.7378018160229509,0.0499867817767634,0.0473968658989099,0.6,0.2621981839770491,0.9500132182232366,0.320074855271334,0.3322575695655613,Medium Risk,1,0.10904901931650479,0.2600008198819442
Mizoram,Mizoram_City_3,Assault,2019,Afternoon,Summer,18.25072257,77.15336325,15053,0.456586866,0.353806335,0.130693124,270,3,810,3,0.5091324200913242,0.309153713298791,0.7518101367658889,0.3213056248720299,0.1911785507321779,0.3082372277555107,0.2,0.6786943751279702,0.8088214492678221,0.430363922407234,0.4724439095071445,Medium Risk,2,-0.23932175758269836,-0.32031235631104804
Chhattisgarh,Chhattisgarh_City_4,Assault,2021,Afternoon,Winter,30.60158994,83.15240746,13519,0.986672615,0.393281021,0.275700023,320,3,960,3,0.6232876712328766,0.3739205526770293,0.6746781979082863,0.985118680642882,0.2407293908546203,0.6810005680720145,0.2,0.014881319357118,0.7592706091453797,0.4876275574042322,0.5452306290836936,Medium Risk,1,-0.24496770925802797,0.0621418035814183
Bihar,Bihar_City_4,Domestic Violence,2022,Afternoon,Monsoon,19.04582052,82.38523905,809,0.593673608,0.989189921,0.118524388,127,4,508,3,0.182648401826484,0.1787564766839378,0.0355993563958165,0.4929759051698133,0.9887476684779184,0.276955552814033,0.2,0.5070240948301867,0.0112523315220816,0.1913683095069054,0.1686611221043966,Low Risk,1,-0.3522093385952282,0.48475672717760576
Karnataka,Karnataka_City_1,Rape,2019,Morning,Summer,8.88026036,92.47057305,8277,0.447735096,0.95026064,0.274086537,128,5,640,2,0.184931506849315,0.2357512953367875,0.411102172164119,0.3102207758570063,0.939881451304902,0.6768528452046086,0.0,0.6897792241429936,0.0601185486950981,0.2853037331855334,0.2880606562408345,Low Risk,2,-0.5412645454566513,0.09052192352047256
Manipur,Manipur_City_5,Eve Teasing,2020,Night,Winter,10.10730204,73.77370918,13930,0.403187803,0.902153743,0.044930749,229,2,458,7,0.415525114155251,0.157167530224525,0.6953439259855189,0.2544353208651772,0.8794949757282802,0.0877713768274345,1.0,0.7455646791348227,0.1205050242717198,0.4191767453879381,0.4582241011313859,Medium Risk,0,0.4473208197656776,0.182203005912151
Mizoram,Mizoram_City_1,Eve Teasing,2022,Night,Monsoon,15.86312535,90.04951842,13104,0.493343104,0.512733941,0.390818046,443,2,886,7,0.9041095890410958,0.3419689119170984,0.6538113435237328,0.3673345375742665,0.3906733965163475,0.9769297899231216,1.0,0.6326654624257335,0.6093266034836524,0.7355398313758594,0.8603472151352658,High Risk,0,0.6045381330555405,-0.32336665045431223
Tripura,Tripura_City_2,Human Trafficking,2020,Afternoon,Winter,16.79520524,88.78158267,15238,0.41343564,0.60474064,0.313313885,249,5,1245,3,0.461187214611872,0.4969775474956822,0.7611122284794851,0.2672684294836313,0.5061653660368317,0.7776929940049627,0.2,0.7327315705163686,0.4938346339631683,0.5236346726995584,0.5909985899178033,Medium Risk,2,-0.2387706310437005,-0.3626831345335647
Madhya Pradesh,Madhya Pradesh_City_5,Human Trafficking,2021,Night,Summer,18.43059128,87.92979596,454,0.708505599,0.994354773,0.313309821,181,5,905,7,0.3059360730593606,0.3501727115716753,0.017749396621078,0.6367771203312513,0.9952308804205814,0.7776825468453759,1.0,0.3632228796687486,0.0047691195794186,0.4508541178090814,0.49848860797697,Medium Risk,0,0.45943195764687517,0.5371795717112303
Punjab,Punjab_City_2,Kidnapping,2022,Evening,Summer,28.10794862,90.22111871,9682,0.309642242,0.889769139,0.328276018,312,4,1248,5,0.6050228310502282,0.498272884283247,0.4817477876106194,0.1372905667978335,0.8639491260973609,0.8161555410548089,0.6,0.8627094332021664,0.1360508739026391,0.5863600541078925,0.6707276316934402,High Risk,2,0.17444019153825951,-0.21343446510856146
Manipur,Manipur_City_2,Stalking,2022,Evening,Monsoon,34.38256691,92.70191982,1136,0.380128819,0.729854331,0.247775944,240,3,720,5,0.4406392694063926,0.270293609671848,0.0520414320193081,0.2255591349633917,0.6632150889876274,0.6092172733799327,0.6,0.7744408650366083,0.3367849110123726,0.4198812427809298,0.4591195743962036,Medium Risk,2,0.13610435990055947,0.043080106885342806
Nagaland,Nagaland_City_3,Eve Teasing,2020,Afternoon,Winter,12.53450211,89.80214674,3507,0.655438347,0.201661214,0.111676422,334,2,668,3,0.6552511415525114,0.2478411053540587,0.1712590506838294,0.5703223348971274,0.0001974605702282,0.2593517650071243,0.2,0.4296776651028726,0.9998025394297718,0.3832757417727263,0.4125910168398617,Medium Risk,2,-0.18954295233742746,-0.0751534119304346
Punjab,Punjab_City_3,Cyber Crime,2020,Afternoon,Monsoon,24.80008868,93.78101771,4045,0.771567747,0.555702126,0.020561642,329,2,658,3,0.6438356164383561,0.2435233160621761,0.1983105390185036,0.7157482627291083,0.444609472544578,0.0251267041360317,0.2,0.2842517372708917,0.5553905274554221,0.3174219058837039,0.3288854559521251,Low Risk,1,-0.23196376038345923,0.26162302205517135
Nagaland,Nagaland_City_3,Assault,2021,Night,Monsoon,16.59690174,94.95983862,10786,0.603306274,0.458247835,0.110661981,404,3,1212,7,0.8150684931506849,0.4827288428324697,0.5372586484312147,0.5050386506119287,0.3222793799736839,0.2567439827683357,1.0,0.4949613493880713,0.6777206200263162,0.62532089472488,0.720250016721983,High Risk,0,0.6111817512495484,-0.06868077060103493
Odisha,Odisha_City_4,Eve Teasing,2021,Night,Winter,21.19719343,72.74306004,4090,0.284971062,0.820701804,0.325103358,377,2,754,7,0.7534246575342465,0.2849740932642487,0.2005732099758648,0.1063954683799496,0.7772519330083982,0.8079997129704599,1.0,0.8936045316200504,0.2227480669916017,0.606674595573362,0.6965490597786607,High Risk,0,0.5789116954376222,-0.11781114734584142
Mizoram,Mizoram_City_1,Harassment,2022,Afternoon,Winter,11.30501073,86.67333075,5508,0.566690784,0.622965856,0.023406975,258,2,516,3,0.4817351598173515,0.1822107081174438,0.2718724859211585,0.4591859930913297,0.5290426794678484,0.0324410860082541,0.2,0.5408140069086702,0.4709573205321515,0.2786284448490939,0.2795758239338651,Low Risk,1,-0.2693487687580264,0.15764576765796356
Sikkim,Sikkim_City_1,Domestic Violence,2021,Afternoon,Summer,10.47278191,93.11932756,12118,0.434124078,0.63634236,0.062032371,280,4,1120,3,0.5319634703196346,0.4430051813471502,0.604233708769107,0.2931760402311631,0.545833617617457,0.1317338212732688,0.2,0.7068239597688368,0.454166382382543,0.4119751240921662,0.4490702569896485,Medium Risk,2,-0.22746986740290237,-0.1507955686548255
Sikkim,Sikkim_City_3,Stalking,2019,Evening,Winter,36.97243545,74.38949441,17305,0.668028135,0.590833973,0.214436546,253,3,759,5,0.4703196347031962,0.28713298791019,0.8650442477876106,0.5860882098702862,0.4887089375511674,0.5235130382826677,0.6,0.4139117901297138,0.5112910624488325,0.490654678803435,0.5490783456392264,Medium Risk,1,0.09125328374852004,-0.003775317330453859
Tripura,Tripura_City_5,Harassment,2021,Night,Winter,15.74717803,94.40928487,13503,0.894399674,0.862548695,0.254161337,213,2,426,7,0.3789954337899542,0.1433506044905008,0.6738736926790023,0.8695675966046399,0.8297804979110366,0.6256319435806492,1.0,0.1304324033953601,0.1702195020889634,0.4568512656493275,0.5061114687703858,Medium Risk,0,0.40444165020393263,0.5034488910476875
Punjab,Punjab_City_5,Domestic Violence,2023,Night,Winter,11.93418255,75.54139317,10889,0.50935716,0.85691394,0.388101451,368,4,1472,7,0.732876712328767,0.5949913644214162,0.5424376508447305,0.387388537269032,0.8227074373644845,0.9699463495939336,1.0,0.612611462730968,0.1772925626355155,0.7211979379794331,0.8421175066492926,High Risk,0,0.5843574177488068,-0.10177730960084247
Mizoram,Mizoram_City_3,Harassment,2022,Night,Summer,22.70298898,84.59298689,4832,0.3364809,0.549406254,0.190960167,253,2,506,7,0.4703196347031962,0.1778929188255613,0.2378821399839099,0.1708999434192165,0.4367065408555619,0.4631632651689331,1.0,0.8291000565807836,0.5632934591444381,0.4749355179421814,0.5290980186193524,Medium Risk,0,0.5204293684466482,-0.033458089831369275
Uttar Pradesh,Uttar Pradesh_City_3,Eve Teasing,2019,Morning,Monsoon,34.98949541,68.71468773,13853,0.259968035,0.378407859,0.169079416,267,2,534,2,0.502283105022831,0.1899827288428324,0.6914722445695897,0.0750848063074419,0.222059763631311,0.406915308087983,0.0,0.924915193692558,0.7779402363686889,0.3883937506396346,0.4190964207703924,Medium Risk,2,-0.43538240515707466,-0.48876515218724265
Himachal Pradesh,Himachal Pradesh_City_2,Human Trafficking,2022,Afternoon,Monsoon,8.627721279,70.66155059,4533,0.903459571,0.611381609,0.220284521,172,5,860,3,0.2853881278538812,0.3307426597582037,0.2228479485116653,0.8809130778289223,0.5145014828377885,0.5385461898783542,0.2,0.1190869221710777,0.4854985171622115,0.3173286922026054,0.3287669738112836,Low Risk,1,-0.3094628269680614,0.3823630061657112
Tamil Nadu,Tamil Nadu_City_3,Human Trafficking,2023,Afternoon,Monsoon,34.44273852,80.73478916,2086,0.370131429,0.277614575,0.035053045,225,5,1125,3,0.4063926940639268,0.4451640759930915,0.099808930008045,0.2130396548261641,0.0955383797525404,0.062379164711391,0.2,0.7869603451738358,0.9044616202474596,0.3467980584928326,0.3662249259719841,Medium Risk,2,-0.19147159406423042,-0.1946339750205728
Gujarat,Gujarat_City_3,Dowry Death,2020,Morning,Winter,20.37994711,81.60172325,15874,0.712868883,0.449322333,0.214874123,140,5,700,2,0.2123287671232876,0.2616580310880829,0.7930913113435237,0.6422411511804111,0.3110755892047203,0.5246378996878183,0.0,0.3577588488195888,0.6889244107952797,0.3288356786211112,0.3433932858443714,Medium Risk,1,-0.5301674725897885,-0.027939594736753462
Goa,Goa_City_5,Assault,2022,Morning,Summer,17.80869805,94.50241242,16870,0.582293884,0.484227179,0.276179575,331,3,993,2,0.6484018264840182,0.3881692573402417,0.843171761866452,0.4787253629197728,0.3548901098229329,0.682233332903262,0.0,0.5212746370802273,0.6451098901770671,0.5041141734410642,0.5661864538108878,Medium Risk,2,-0.4157032496791041,-0.3444936085701409
Himachal Pradesh,Himachal Pradesh_City_5,Kidnapping,2020,Afternoon,Monsoon,16.90100112,69.6557358,15720,0.300200985,0.724407977,0.02552088,398,4,1592,3,0.8013698630136986,0.6468048359240068,0.7853479485116652,0.1254675180339099,0.6563785199442607,0.0378752156555046,0.2,0.87453248196609,0.3436214800557393,0.5371674500350101,0.6081998463357557,Medium Risk,2,-0.146606778290939,-0.39134390638629296
West Bengal,West Bengal_City_3,Harassment,2021,Night,Monsoon,28.75634187,96.21101735,8499,0.567442951,0.261575346,0.27159836,387,2,774,7,0.776255707762557,0.2936096718480138,0.4222646822204344,0.4601279129140412,0.0754050398225852,0.6704565897421791,1.0,0.5398720870859588,0.9245949601774148,0.6334846539491817,0.7306268161232238,High Risk,0,0.5984955521900902,-0.2023072998429025
Jammu and Kashmir,Jammu and Kashmir_City_2,Harassment,2020,Evening,Monsoon,24.61005546,71.97958725,5436,0.901696374,0.394543984,0.224722547,114,2,228,5,0.1529680365296803,0.0578583765112262,0.2682522123893805,0.8787050705570725,0.2423147328556576,0.549954842898177,0.6,0.1212949294429275,0.7576852671443424,0.2959740607632548,0.3016235071012494,Low Risk,1,0.020329023911632493,0.42585749371398895
Arunachal Pradesh,Arunachal Pradesh_City_5,Kidnapping,2022,Evening,Winter,34.42249454,91.79471762,9763,0.77658009,0.611218696,0.246243955,321,4,1284,5,0.6255707762557077,0.5138169257340242,0.4858205953338696,0.7220250938449768,0.5142969853019026,0.605279051537342,0.6,0.2779749061550232,0.4857030146980974,0.5524047388040773,0.6275676748852205,Medium Risk,0,0.1691629407706312,0.09164292462527135
Uttar Pradesh,Uttar Pradesh_City_3,Eve Teasing,2020,Afternoon,Monsoon,23.28445454,84.89347955,16065,0.805317239,0.665948062,0.082770138,170,2,340,3,0.2808219178082192,0.1062176165803108,0.8026950925181013,0.7580119030127748,0.5829963554417597,0.1850435558509688,0.2,0.2419880969872252,0.4170036445582403,0.2677355133038612,0.2657300253953868,Low Risk,1,-0.3731572687397897,0.28796575125597973
Assam,Assam_City_5,Stalking,2022,Night,Winter,13.3432109,69.65306924,3915,0.299896062,0.620356101,0.052701479,331,3,993,7,0.6484018264840182,0.3881692573402417,0.1917739340305712,0.1250856706275486,0.5257667686027503,0.1077472765361626,1.0,0.8749143293724514,0.4742332313972497,0.5119396338780315,0.5761332480444844,Medium Risk,0,0.5898742500265189,-0.04566735700518611
Kerala,Kerala_City_2,Domestic Violence,2021,Evening,Summer,36.95124394,83.69951651,3420,0.677077198,0.419370311,0.020377263,317,4,1268,5,0.6164383561643835,0.5069084628670121,0.1668845534995977,0.5974201239487626,0.273478131090275,0.0246527285362624,0.6,0.4025798760512373,0.726521868909725,0.4476781566362962,0.4944517040102265,Medium Risk,0,0.20739700287639884,0.12623794032955254
Jharkhand,Jharkhand_City_2,Human Trafficking,2023,Night,Monsoon,28.75300079,87.92130162,6797,0.364705591,0.481984838,0.059182955,226,5,1130,7,0.4086757990867579,0.4473229706390328,0.3366854384553499,0.2062450143181099,0.3520753976200038,0.124408943398932,1.0,0.7937549856818901,0.6479246023799963,0.4884135571899168,0.5462296984929417,Medium Risk,0,0.548005452824493,-0.043969360246343195
Uttarakhand,Uttarakhand_City_1,Assault,2021,Night,Winter,25.97268778,70.24493501,11789,0.347281059,0.284520276,0.327011879,311,3,933,7,0.6027397260273972,0.3622625215889464,0.5876910699919549,0.1844247109914928,0.1042068030095206,0.812905870318354,1.0,0.8155752890085071,0.8957931969904793,0.6575239737509839,0.7611827392551814,High Risk,0,0.5786761534395878,-0.42705737797618737
Delhi,Delhi_City_5,Human Trafficking,2020,Morning,Monsoon,30.5299187,70.05295164,13493,0.867566602,0.244971124,0.301533048,228,5,1140,2,0.41324200913242,0.4516407599309153,0.6733708769106999,0.8359652151906107,0.0545624889868537,0.7474084752535877,0.0,0.1640347848093892,0.9454375110131464,0.4511426660360688,0.4988553761516263,Medium Risk,1,-0.44732271027259274,-0.12073375989197851
Delhi,Delhi_City_3,Rape,2019,Night,Summer,16.29791623,86.57297095,6116,0.226409549,0.963149402,0.091868038,442,5,2210,7,0.9018264840182648,0.9136442141623488,0.3024436846339501,0.0330603580351995,0.9560601483371772,0.2084311575254624,1.0,0.9669396419648004,0.0439398516628226,0.7159206913187489,0.8354096985814389,High Risk,0,0.6952028149848616,-0.1937100445788303
Nagaland,Nagaland_City_3,Harassment,2023,Evening,Monsoon,30.46259041,74.31413809,13347,0.595496649,0.93186796,0.092568605,132,2,264,5,0.1940639269406392,0.0734024179620034,0.6660297666934835,0.495258853578233,0.9167939276675195,0.2102320766323216,0.6,0.504741146421767,0.0832060723324803,0.2844017353275695,0.2869141438835644,Low Risk,1,-0.011306091602508506,0.3758263650620465
Uttar Pradesh,Uttar Pradesh_City_5,Dowry Death,2022,Morning,Summer,22.51796644,94.44176826,2163,0.802976141,0.402703519,0.359079858,356,5,1780,2,0.7054794520547945,0.7279792746113989,0.1036806114239742,0.7550802048485237,0.2525570388808018,0.8953417202791168,0.0,0.2449197951514763,0.7474429611191982,0.552652138664347,0.6278821401519413,Medium Risk,2,-0.3214338255671221,-0.12260490374856695
Delhi,Delhi_City_2,Cyber Crime,2023,Morning,Winter,27.81945304,85.21685398,18087,0.558377325,0.524377341,0.393794891,204,2,408,2,0.3584474885844748,0.1355785837651122,0.9043644408688656,0.4487752574071006,0.4052888453100793,0.9845822443474072,0.0,0.5512247425928993,0.5947111546899206,0.4189270936905354,0.4579067735972254,Medium Risk,2,-0.5204373073283186,-0.2750231669688587
Goa,Goa_City_5,Eve Teasing,2019,Morning,Winter,34.27798855,69.60791184,15402,0.401858195,0.932231952,0.11361737,109,2,218,2,0.1415525114155251,0.0535405872193437,0.769358407079646,0.2527702861964987,0.9172508308433382,0.2643412811256687,0.0,0.7472297138035013,0.0827491691566617,0.2068592516835402,0.1883513646858596,Low Risk,1,-0.5924044296007115,0.08403748885748202
Sikkim,Sikkim_City_2,Rape,2019,Afternoon,Monsoon,13.70334974,95.47169998,7269,0.925588415,0.334999551,0.387647514,209,5,1045,3,0.36986301369863,0.410621761658031,0.3604183427192277,0.9086244727947894,0.1675712205256423,0.9687794322018636,0.2,0.0913755272052105,0.8324287794743577,0.452670158275346,0.500796942545053,Medium Risk,1,-0.26602023126493457,0.0774578069704164
Uttarakhand,Uttarakhand_City_4,Assault,2020,Morning,Summer,13.51660999,83.1056877,19743,0.35064202,0.442988037,0.04627679,344,3,1032,2,0.6780821917808219,0.4050086355785837,0.9876307320997586,0.1886335579486984,0.303124425555585,0.0912315897057401,0.0,0.8113664420513016,0.6968755744444151,0.4586326193304741,0.5083757136242634,Medium Risk,2,-0.3931362136236095,-0.49925589057782077
Tamil Nadu,Tamil Nadu_City_3,Harassment,2019,Morning,Winter,22.92874281,82.88455463,14051,0.538785607,0.561893407,0.296120708,281,2,562,2,0.5342465753424657,0.2020725388601036,0.7014279967819791,0.4242410415412429,0.4523811157435667,0.7334951928425996,0.0,0.575758958458757,0.5476188842564333,0.4204157492909897,0.4597989754761666,Medium Risk,2,-0.4639985530137676,-0.23128400874744615
Goa,Goa_City_3,Eve Teasing,2019,Afternoon,Summer,23.80448606,70.51670567,11031,0.857177002,0.48325165,0.265770099,96,2,192,3,0.1118721461187214,0.042314335060449,0.5495776347546258,0.8229545803315386,0.3536655711017432,0.6554741161248625,0.2,0.1770454196684614,0.6463344288982569,0.2629944936173204,0.2597038052567381,Low Risk,1,-0.3938954062830946,0.2787486106287333
Maharashtra,Maharashtra_City_4,Dowry Death,2022,Night,Summer,14.65241156,74.33079024,14026,0.214136036,0.282214594,0.077157017,482,5,2410,7,0.9931506849315068,1.0,0.7001709573612228,0.0176905462925841,0.101312581630402,0.1706141338855993,1.0,0.9823094537074158,0.898687418369598,0.8379467306556896,0.9905146811191424,High Risk,0,0.7638711052882797,-0.7182654765464447
Andhra Pradesh,Andhra Pradesh_City_4,Assault,2023,Morning,Monsoon,22.80508758,72.07716563,6722,0.993299474,0.330892963,0.279793279,333,3,999,2,0.6529680365296803,0.3907599309153713,0.3329143201930812,0.9934173295525182,0.1624164009170268,0.6915229348687182,0.0,0.0065826704474818,0.8375835990829732,0.4401601775874014,0.484895743532989,Medium Risk,1,-0.40516632338606917,0.08575881119540224
Telangana,Telangana_City_5,Assault,2023,Morning,Monsoon,36.41870797,96.58242128,11210,0.305445464,0.909634196,0.117259661,342,3,1026,2,0.6735159817351598,0.4024179620034542,0.5585780370072405,0.1320350472260899,0.8888848599352488,0.273704370529882,0.0,0.8679649527739101,0.1111151400647512,0.4148509498567929,0.4527256645356744,Medium Risk,2,-0.4070729070998562,-0.20846482132526373
West Bengal,West Bengal_City_1,Cyber Crime,2023,Morning,Summer,34.3956876,79.10216845,17024,0.544114186,0.550212044,0.131044647,205,2,410,2,0.3607305936073058,0.1364421416234887,0.8509151246983105,0.4309138870489353,0.4377180136627747,0.3091408736412012,0.0,0.5690861129510647,0.5622819863372253,0.3123242322881244,0.3224058997990155,Low Risk,1,-0.5172807268648879,-0.11237329224053304
Uttar Pradesh,Uttar Pradesh_City_3,Human Trafficking,2019,Evening,Summer,21.02896186,95.27441876,13200,0.391465829,0.699290736,0.194889743,249,5,1245,5,0.461187214611872,0.4969775474956822,0.6586383748994368,0.2397561875451707,0.6248499501385918,0.4732648664436944,0.6,0.7602438124548292,0.3751500498614082,0.5231644510991982,0.5904009001664271,Medium Risk,2,0.14487638158800076,-0.17063621349004088
Madhya Pradesh,Madhya Pradesh_City_4,Harassment,2022,Afternoon,Monsoon,15.77192074,94.45403887,7381,0.776843729,0.405721881,0.290561381,269,2,538,3,0.5068493150684931,0.1917098445595854,0.3660498793242155,0.7223552423361228,0.2563458561723099,0.719204056926151,0.2,0.2776447576638772,0.74365414382769,0.4001903314529422,0.4340908307421891,Medium Risk,1,-0.2662203344240033,0.04396608175354433
Haryana,Haryana_City_2,Rape,2023,Evening,Monsoon,18.88431903,86.17584711,5660,0.276447283,0.918517156,0.374815682,250,5,1250,5,0.4634703196347031,0.4991364421416234,0.2795152855993564,0.0957213542476992,0.9000352495995023,0.9357931633299238,0.6,0.9042786457523008,0.0999647504004976,0.5491843633111458,0.6234743167191265,Medium Risk,2,0.15594250406318688,-0.15050375133248914
Chhattisgarh,Chhattisgarh_City_3,Cyber Crime,2019,Afternoon,Winter,13.04486574,69.33969801,14133,0.930084022,0.341881089,0.012746737,273,2,546,3,0.5159817351598173,0.1951640759930915,0.7055510860820595,0.914254208409913,0.1762093130296463,0.005037245550643,0.2,0.085745791590087,0.8237906869703536,0.3245739721570517,0.3379763116454172,Medium Risk,1,-0.2874311055249141,0.20062581209570046
Arunachal Pradesh,Arunachal Pradesh_City_1,Human Trafficking,2023,Night,Monsoon,19.99747493,87.68773278,17559,0.932651479,0.602300416,0.32009301,217,5,1085,7,0.3881278538812784,0.4278929188255613,0.877815768302494,0.9174693702586244,0.5031022599924428,0.7951198150517539,1.0,0.0825306297413757,0.4968977400075571,0.5900261607521691,0.675387550265998,High Risk,0,0.45816590900888676,0.23341811699168818
Nagaland,Nagaland_City_1,Kidnapping,2020,Evening,Winter,35.96624379,72.74813978,17025,0.370563145,0.825383191,0.089464639,347,4,1388,5,0.684931506849315,0.5587219343696027,0.8509654062751407,0.2135802819185275,0.7831282725640385,0.2022528374211662,0.6,0.7864197180814725,0.2168717274359615,0.5665123988212901,0.6454996537686426,Medium Risk,0,0.18209917153106603,-0.20620430078398666
Maharashtra,Maharashtra_City_5,Stalking,2020,Afternoon,Winter,10.56351205,77.92454022,1660,0.767171414,0.924880743,0.063716299,178,3,534,3,0.2990867579908676,0.1899827288428324,0.0783889782783588,0.7102428454481842,0.9080231809548588,0.1360626265264071,0.2,0.2897571545518158,0.0919768190451411,0.1996023621950697,0.1791272701933776,Low Risk,1,-0.33608466133834647,0.5843129776720574
Punjab,Punjab_City_3,Domestic Violence,2019,Afternoon,Monsoon,10.03199218,69.64214116,6819,0.781981662,0.829204571,0.105046203,177,4,708,3,0.2968036529680364,0.2651122625215889,0.3377916331456154,0.7287893466513398,0.7879250830928695,0.2423077305610808,0.2,0.2712106533486602,0.2120749169071305,0.2647685802839195,0.2619588131463526,Low Risk,1,-0.332088231510591,0.43152642994718193
Uttar Pradesh,Uttar Pradesh_City_5,Harassment,2023,Night,Monsoon,20.93071198,88.54892283,867,0.986988027,0.488645049,0.303610515,207,2,414,7,0.365296803652968,0.1381692573402418,0.038515687851971,0.9855136631602236,0.3604356680587029,0.7527489352155464,1.0,0.0144863368397765,0.6395643319412971,0.4253329577548851,0.4660491458256346,Medium Risk,0,0.45886406876704366,0.5526148519580852
Nagaland,Nagaland_City_1,Kidnapping,2019,Evening,Winter,23.50918452,96.8905103,2173,0.707943784,0.887145879,0.144460209,245,4,980,5,0.4520547945205478,0.3825561312607944,0.1041834271922767,0.6360735735322072,0.860656262998726,0.3436277134938565,0.6,0.3639264264677928,0.139343737001274,0.385778739362095,0.4157725295686242,Medium Risk,0,0.1156573919891114,0.42971300254414924
Gujarat,Gujarat_City_5,Dowry Death,2021,Evening,Winter,25.26702925,93.7112678,2132,0.771962259,0.399037651,0.364984495,235,5,1175,5,0.4292237442922374,0.4667530224525043,0.1021218825422365,0.7162423001876748,0.2479554357375119,0.910520530574732,0.6,0.2837576998123252,0.752044564262488,0.5125745727303594,0.5769403067684908,Medium Risk,0,0.1592336570912538,0.0951967528493878
Sikkim,Sikkim_City_2,Assault,2021,Morning,Winter,12.18504927,70.7132228,5777,0.714975845,0.421715481,0.185374021,348,3,1044,2,0.687214611872146,0.4101899827288428,0.2853982300884956,0.644879646718636,0.2764219200219956,0.4488031867394532,0.0,0.355120353281364,0.7235780799780043,0.4241463713329832,0.4645408983462553,Medium Risk,2,-0.3788025240254027,-0.06379180880759168
Karnataka,Karnataka_City_4,Dowry Death,2021,Evening,Monsoon,13.00994593,86.03744291,9925,0.330008852,0.967796577,0.342116746,376,5,1880,5,0.7511415525114155,0.7711571675302245,0.49396621078037,0.1627951604325385,0.9618935430713624,0.8517353378594573,0.6,0.8372048395674614,0.0381064569286375,0.6914971665921703,0.8043654198618365,High Risk,2,0.23851507486161094,-0.2783037613781185
Odisha,Odisha_City_2,Human Trafficking,2023,Evening,Summer,17.9579559,68.55387678,10550,0.206895202,0.215978346,0.238774678,350,5,1750,5,0.6917808219178082,0.7150259067357513,0.5253921962992759,0.0086230319273385,0.018169127748123,0.5860780848007923,0.6,0.9913769680726614,0.9818308722518768,0.6808130065296631,0.790784986792552,High Risk,2,0.28784304470458044,-0.7003379120101358
Maharashtra,Maharashtra_City_2,Harassment,2021,Afternoon,Winter,23.22946293,73.78923542,10752,0.538149296,0.774454529,0.182650544,180,2,360,3,0.3036529680365296,0.114853195164076,0.5355490748189863,0.4234442052744174,0.7191997592780326,0.441802055132638,0.2,0.5765557947255826,0.2808002407219674,0.2973195583243233,0.3033337435134778,Low Risk,1,-0.34192753630020445,0.11871420969874025
Tamil Nadu,Tamil Nadu_City_4,Kidnapping,2021,Afternoon,Monsoon,14.75754997,91.58111813,4719,0.481376089,0.552144263,0.037030031,317,4,1268,3,0.6164383561643835,0.5069084628670121,0.2322003218020917,0.3523485455709131,0.4401434433356172,0.0674613222514882,0.2,0.6476514544290868,0.5598565566643827,0.4045513358304548,0.4396340206342515,Medium Risk,2,-0.17648319326374673,-0.07309898193019007
