state,city,crime_type,year,time_of_day,season,latitude,longitude,population_density,police_presence_index,street_lighting_index,repeat_offender_rate,crime_count
Jammu and Kashmir,Jammu and Kashmir_City_1,Eve Teasing,2022,Afternoon,Summer,19.01939329,85.60692315,4703,0.380582179,0.511919797,0.197218477,215
Haryana,Haryana_City_4,Cyber Crime,2021,Morning,Monsoon,13.13001157,96.6327486,17851,0.523780051,0.270119869,0.035666587,167
Kerala,Kerala_City_1,Eve Teasing,2019,Afternoon,Winter,21.45061324,77.28079218,15570,0.454643276,0.59122862,0.345226995,113
Uttar Pradesh,Uttar Pradesh_City_5,Harassment,2022,Morning,Summer,17.1419436,71.8630878,14566,0.790804703,0.733293668,0.056629179,272
West Bengal,West Bengal_City_3,Kidnapping,2021,Morning,Monsoon,28.3177334,89.85069121,14183,0.540750167,0.995747332,0.046075171,257
Manipur,Manipur_City_1,Cyber Crime,2020,Evening,Monsoon,27.53735027,90.25746609,17983,0.554426965,0.693684756,0.341484139,315
Uttar Pradesh,Uttar Pradesh_City_3,Human Trafficking,2020,Night,Summer,11.64094391,95.94091848,12282,0.668450983,0.633099537,0.043552541,379
Odisha,Odisha_City_4,Domestic Violence,2023,Afternoon,Winter,11.0590194,84.98204283,12354,0.253355105,0.238473848,0.125309365,164
Andhra Pradesh,Andhra Pradesh_City_4,Harassment,2020,Evening,Monsoon,9.205789836,82.44576836,9763,0.519333436,0.678876086,0.264650367,322
Uttarakhand,Uttarakhand_City_1,Cyber Crime,2019,Night,Monsoon,36.33391862,83.79839458,18450,0.491857976,0.712772422,0.191810821,345
Telangana,Telangana_City_3,Assault,2020,Afternoon,Summer,17.78178226,95.30572873,699,0.939286173,0.980143981,0.334949699,80
Meghalaya,Meghalaya_City_1,Stalking,2021,Morning,Winter,17.60921434,87.59422416,9390,0.944513981,0.740884021,0.129823195,259
Jammu and Kashmir,Jammu and Kashmir_City_2,Eve Teasing,2022,Evening,Summer,30.91043041,77.22149399,17230,0.97545745,0.502271371,0.034194338,224
Telangana,Telangana_City_1,Human Trafficking,2019,Afternoon,Monsoon,12.81552312,69.77203536,372,0.285069838,0.291311975,0.377008821,343
Uttarakhand,Uttarakhand_City_4,Assault,2023,Morning,Summer,21.11051131,96.5883543,14793,0.509819529,0.727752218,0.182393034,333
Sikkim,Sikkim_City_2,Domestic Violence,2021,Evening,Summer,19.51149122,81.20611093,3690,0.719012309,0.963652743,0.069058603,187
Jammu and Kashmir,Jammu and Kashmir_City_4,Cyber Crime,2021,Night,Summer,15.61164697,83.23249414,11669,0.521169423,0.470467527,0.059461369,369
Haryana,Haryana_City_1,Domestic Violence,2020,Morning,Winter,9.104502717,85.97908838,8793,0.246852244,0.64189291,0.242139596,311
Bihar,Bihar_City_2,Dowry Death,2022,Evening,Summer,24.73246676,78.01894476,12342,0.43637434,0.623976273,0.274572835,137
Bihar,Bihar_City_5,Cyber Crime,2020,Night,Summer,34.33253782,79.49306614,607,0.9030154,0.646681852,0.349275755,130
Manipur,Manipur_City_3,Assault,2019,Afternoon,Monsoon,25.81760022,83.18623907,5137,0.804106894,0.669299135,0.333091082,253
Jharkhand,Jharkhand_City_5,Harassment,2020,Evening,Winter,21.82832745,86.27270068,6465,0.487835275,0.445577826,0.086126894,367
Assam,Assam_City_2,Cyber Crime,2022,Morning,Monsoon,11.6060294,93.37887494,2746,0.460547842,0.515308837,0.245300337,293
Jharkhand,Jharkhand_City_3,Stalking,2019,Night,Summer,21.6160413,80.25702498,8033,0.948749799,0.73780055,0.197698401,324
Nagaland,Nagaland_City_5,Domestic Violence,2019,Night,Winter,35.56545181,68.63991831,1004,0.899099964,0.210325782,0.098409354,381
Uttar Pradesh,Uttar Pradesh_City_2,Assault,2019,Morning,Winter,25.70094736,68.69919561,16655,0.243652327,0.679568912,0.361937278,355
Chhattisgarh,Chhattisgarh_City_2,Rape,2021,Morning,Monsoon,29.81173229,94.2606263,16066,0.856390068,0.861072649,0.239320181,180
Odisha,Odisha_City_3,Assault,2019,Morning,Winter,9.975161717,74.32705556,18665,0.572893034,0.556309221,0.01568119,347
Delhi,Delhi_City_4,Stalking,2019,Evening,Winter,35.78042994,83.69230092,9727,0.532099952,0.211464725,0.196550838,278
Arunachal Pradesh,Arunachal Pradesh_City_4,Harassment,2020,Night,Monsoon,9.728025823,85.52642027,3224,0.618721097,0.3814181,0.269943571,461
Madhya Pradesh,Madhya Pradesh_City_4,Harassment,2022,Night,Winter,8.357890336,72.14586545,2495,0.395329287,0.678407294,0.160190015,249
Kerala,Kerala_City_2,Stalking,2021,Evening,Summer,22.01553426,79.10073891,10461,0.316261354,0.604557395,0.034196153,163
Delhi,Delhi_City_2,Harassment,2023,Afternoon,Monsoon,24.04542855,83.09303272,6577,0.967832816,0.238955879,0.048222997,195
Jharkhand,Jharkhand_City_4,Rape,2023,Night,Winter,13.37302866,83.69683322,14408,0.560954553,0.464313179,0.2397937,392
Assam,Assam_City_3,Rape,2020,Night,Winter,10.23843838,72.92672512,1789,0.805406472,0.744446529,0.074769192,419
Rajasthan,Rajasthan_City_5,Domestic Violence,2023,Morning,Summer,28.03106314,89.13480045,5749,0.9424414,0.272912512,0.121501208,174
Uttar Pradesh,Uttar Pradesh_City_3,Dowry Death,2023,Night,Summer,26.61276599,79.91287549,15427,0.219204036,0.468297285,0.07906208,200
Jammu and Kashmir,Jammu and Kashmir_City_5,Eve Teasing,2021,Night,Summer,35.93161178,71.32785438,3440,0.335603273,0.240779902,0.250836355,260
Goa,Goa_City_1,Cyber Crime,2023,Afternoon,Winter,23.8609374,81.77760631,10146,0.825306046,0.549641217,0.254820712,275
Delhi,Delhi_City_3,Harassment,2022,Evening,Monsoon,32.46889628,77.42276104,6781,0.899445867,0.864498208,0.097616385,282
Haryana,Haryana_City_2,Assault,2020,Afternoon,Summer,19.88051321,96.36839939,7769,0.355818798,0.848374574,0.116333752,282
Nagaland,Nagaland_City_1,Domestic Violence,2023,Night,Summer,18.79148624,83.13464552,13079,0.893138547,0.24769386,0.279899716,261
Jammu and Kashmir,Jammu and Kashmir_City_2,Stalking,2020,Evening,Monsoon,21.32969332,87.59707749,16097,0.615689341,0.997221047,0.062734752,253
Tamil Nadu,Tamil Nadu_City_3,Human Trafficking,2019,Evening,Monsoon,8.321278025,89.17503015,18745,0.903681197,0.925633568,0.396697783,113
Odisha,Odisha_City_2,Human Trafficking,2020,Night,Monsoon,18.30774078,87.40735187,16334,0.534711627,0.486248999,0.241574446,425
Jharkhand,Jharkhand_City_2,Dowry Death,2019,Morning,Winter,13.76560777,77.13530471,3087,0.368085754,0.793817114,0.019827647,268
Haryana,Haryana_City_5,Domestic Violence,2019,Night,Winter,21.7177976,69.25614292,2793,0.464448802,0.795789382,0.170837194,174
Karnataka,Karnataka_City_5,Domestic Violence,2020,Evening,Monsoon,22.88207739,71.78463223,11540,0.306545701,0.409066414,0.173448794,181
Goa,Goa_City_3,Harassment,2019,Afternoon,Monsoon,13.29978381,77.25230716,8588,0.596991378,0.428500791,0.296497237,202
Tamil Nadu,Tamil Nadu_City_2,Assault,2023,Evening,Winter,11.03560315,71.72929809,1478,0.248721546,0.224744705,0.2886215,393
Kerala,Kerala_City_4,Human Trafficking,2019,Evening,Summer,15.35477035,86.62050871,4348,0.218051609,0.889331908,0.235075662,331
Karnataka,Karnataka_City_2,Stalking,2022,Night,Monsoon,26.1820846,91.44345159,7449,0.930433174,0.657698371,0.080506209,399
Karnataka,Karnataka_City_2,Eve Teasing,2023,Evening,Winter,19.15724472,80.64386024,8336,0.670393304,0.541199798,0.250014104,135
Sikkim,Sikkim_City_5,Stalking,2022,Evening,Monsoon,13.14247004,88.96907745,17517,0.614461998,0.371195743,0.120480917,389
Tamil Nadu,Tamil Nadu_City_3,Stalking,2020,Morning,Monsoon,31.5441176,68.40200194,12578,0.890783916,0.44704182,0.124478569,307
Odisha,Odisha_City_4,Human Trafficking,2019,Afternoon,Monsoon,17.6506452,84.16474397,3432,0.651672511,0.730421763,0.274835976,100
Karnataka,Karnataka_City_5,Domestic Violence,2023,Morning,Summer,36.9115331,88.88456637,4812,0.903801922,0.239376732,0.100121533,97
Chhattisgarh,Chhattisgarh_City_3,Assault,2020,Evening,Summer,11.9912623,68.02695309,10824,0.310500235,0.887289406,0.205022721,364
Goa,Goa_City_1,Cyber Crime,2022,Morning,Summer,18.34056845,94.44005043,14743,0.609771766,0.74438357,0.37336221,181
Gujarat,Gujarat_City_2,Assault,2021,Evening,Winter,36.32026968,86.72247473,17658,0.508751609,0.499157708,0.355652404,331
Telangana,Telangana_City_1,Harassment,2022,Night,Monsoon,28.0580139,96.00353028,2895,0.243572838,0.345966433,0.386431759,383
Maharashtra,Maharashtra_City_2,Rape,2022,Night,Summer,13.9977189,82.62922231,11037,0.31778166,0.365264813,0.132173926,409
Nagaland,Nagaland_City_4,Assault,2022,Afternoon,Winter,23.17880837,94.72388837,18747,0.860169097,0.836046414,0.136255022,80
Manipur,Manipur_City_1,Harassment,2021,Morning,Summer,32.53760211,73.30158827,3017,0.713254853,0.220455839,0.317308352,253
Himachal Pradesh,Himachal Pradesh_City_1,Assault,2021,Afternoon,Summer,22.09903597,71.16139485,3893,0.453554097,0.847061059,0.351440574,276
Goa,Goa_City_1,Eve Teasing,2019,Evening,Monsoon,34.85995085,93.26814217,15981,0.81172076,0.317356091,0.27922591,321
Punjab,Punjab_City_4,Harassment,2022,Afternoon,Monsoon,27.79367388,77.61688862,15611,0.385023943,0.394856901,0.129358395,218
Delhi,Delhi_City_4,Stalking,2019,Morning,Summer,8.1490492,80.91687611,17171,0.463058094,0.729850991,0.303211807,272
Gujarat,Gujarat_City_2,Rape,2023,Evening,Monsoon,35.42674136,77.07466689,5278,0.842595924,0.989250491,0.243157595,267
Jharkhand,Jharkhand_City_3,Domestic Violence,2019,Morning,Summer,26.75827964,86.1244127,6480,0.242907833,0.773971992,0.195435529,342
Odisha,Odisha_City_5,Dowry Death,2020,Morning,Summer,10.55641259,73.64151596,13534,0.869153754,0.639127705,0.083786359,225
Andhra Pradesh,Andhra Pradesh_City_4,Assault,2021,Night,Winter,22.82229552,85.52507648,11795,0.862967187,0.863650173,0.286661641,194
Bihar,Bihar_City_1,Domestic Violence,2020,Evening,Winter,27.45937644,88.21370081,15554,0.903423645,0.78029728,0.053910282,95
Meghalaya,Meghalaya_City_1,Kidnapping,2022,Night,Summer,16.88272891,77.45712772,3250,0.969133296,0.743330055,0.256236631,360
Delhi,Delhi_City_3,Assault,2023,Night,Winter,15.21496187,95.31968837,5580,0.305830358,0.982071968,0.237225172,414
Kerala,Kerala_City_4,Cyber Crime,2020,Night,Winter,34.43392705,74.42400089,8837,0.495308955,0.485753867,0.144195731,265
Himachal Pradesh,Himachal Pradesh_City_4,Dowry Death,2021,Afternoon,Summer,20.77928162,93.51752418,3875,0.606206271,0.310697276,0.393268421,322
Odisha,Odisha_City_1,Stalking,2019,Morning,Monsoon,21.08673181,93.20607086,11457,0.532116523,0.537753787,0.316174929,400
Kerala,Kerala_City_5,Rape,2023,Afternoon,Monsoon,26.8136663,80.15012344,8733,0.236850451,0.94465926,0.267711427,196
Arunachal Pradesh,Arunachal Pradesh_City_4,Eve Teasing,2022,Night,Monsoon,32.52395215,75.52849523,14883,0.476013472,0.243786166,0.089654421,443
Delhi,Delhi_City_2,Dowry Death,2021,Morning,Summer,11.05675329,84.06087978,7609,0.875103529,0.793833785,0.075447692,298
Delhi,Delhi_City_1,Eve Teasing,2023,Afternoon,Winter,9.960537735,88.99684647,6340,0.764450169,0.446162251,0.104448114,257
Tripura,Tripura_City_4,Stalking,2020,Afternoon,Winter,29.57682883,88.6190279,10445,0.288482879,0.228472185,0.397788818,238
Chhattisgarh,Chhattisgarh_City_1,Rape,2019,Night,Winter,29.75756303,75.96069353,14448,0.26493138,0.561761983,0.298245655,376
Uttarakhand,Uttarakhand_City_2,Human Trafficking,2021,Evening,Monsoon,31.63709092,93.44611167,1018,0.737270194,0.225377993,0.218637003,314
Jammu and Kashmir,Jammu and Kashmir_City_1,Assault,2022,Night,Monsoon,31.4339667,77.30101121,15017,0.398883908,0.630715983,0.396932899,269
Karnataka,Karnataka_City_3,Eve Teasing,2022,Morning,Monsoon,15.74517522,83.50516677,19052,0.20558581,0.522784775,0.101554224,330
Punjab,Punjab_City_5,Eve Teasing,2022,Morning,Summer,17.78258766,91.99818712,12297,0.993511357,0.96111749,0.063438155,105
Chhattisgarh,Chhattisgarh_City_2,Human Trafficking,2023,Morning,Winter,20.41650002,69.78132875,8095,0.533915826,0.501493504,0.351602921,316
Odisha,Odisha_City_1,Kidnapping,2023,Evening,Summer,31.42810372,89.38488839,2701,0.285440563,0.962722304,0.033488509,339
Himachal Pradesh,Himachal Pradesh_City_4,Dowry Death,2023,Night,Winter,36.81973529,77.12423836,13372,0.875451891,0.932646067,0.289993749,176
Goa,Goa_City_3,Rape,2020,Night,Winter,8.601982932,90.06569335,2857,0.262285216,0.964358553,0.106314855,193
Madhya Pradesh,Madhya Pradesh_City_3,Domestic Violence,2019,Night,Summer,20.76206118,82.00268696,2995,0.292446701,0.869136738,0.205961603,434
Delhi,Delhi_City_3,Harassment,2021,Evening,Summer,36.44302036,85.57185967,2255,0.43117482,0.501643145,0.163395061,192
Himachal Pradesh,Himachal Pradesh_City_4,Assault,2020,Afternoon,Summer,20.91813496,85.17442058,101,0.334053231,0.448246786,0.206304601,279
Telangana,Telangana_City_4,Cyber Crime,2021,Night,Monsoon,29.44460776,86.72049634,16921,0.29457793,0.521198088,0.31932013,276
Rajasthan,Rajasthan_City_1,Domestic Violence,2022,Afternoon,Summer,35.57374114,74.08703126,4018,0.962906086,0.481861643,0.026809042,172
Telangana,Telangana_City_4,Eve Teasing,2021,Morning,Monsoon,32.73486513,71.35886938,3240,0.312959251,0.810812675,0.05238619,204
Uttar Pradesh,Uttar Pradesh_City_2,Assault,2021,Night,Winter,19.06687847,90.48180163,3325,0.814375982,0.702853121,0.256972649,237
Tripura,Tripura_City_5,Human Trafficking,2019,Afternoon,Winter,23.40217539,89.62581232,10933,0.939258391,0.856259271,0.229126878,216
Delhi,Delhi_City_2,Harassment,2020,Morning,Summer,26.43371434,78.32277543,2730,0.859845558,0.751048403,0.225255181,261
Arunachal Pradesh,Arunachal Pradesh_City_3,Domestic Violence,2021,Evening,Summer,20.35392806,96.06454192,5901,0.651516304,0.9463653,0.238739595,89
Mizoram,Mizoram_City_4,Assault,2019,Afternoon,Summer,18.51255755,91.8959319,5940,0.354528007,0.57704662,0.194281023,243
Meghalaya,Meghalaya_City_5,Dowry Death,2020,Night,Monsoon,11.1860303,93.62683506,15730,0.359476392,0.52989319,0.03818801,406
Nagaland,Nagaland_City_3,Cyber Crime,2020,Evening,Monsoon,25.68457008,74.98331067,19721,0.361719519,0.636392272,0.090752263,234
Uttarakhand,Uttarakhand_City_1,Kidnapping,2019,Night,Winter,14.71637172,92.61879221,5571,0.587088175,0.298597967,0.129994845,478
Goa,Goa_City_5,Domestic Violence,2020,Afternoon,Monsoon,36.00913727,73.96803693,18222,0.392175547,0.555017071,0.120123488,210
Gujarat,Gujarat_City_3,Rape,2023,Morning,Monsoon,33.42180098,89.13722433,12087,0.933191321,0.462270559,0.155112079,238
Andhra Pradesh,Andhra Pradesh_City_4,Stalking,2020,Morning,Winter,35.60981095,89.3999053,8155,0.663172256,0.243609542,0.132477085,267
Himachal Pradesh,Himachal Pradesh_City_5,Kidnapping,2021,Night,Summer,21.48605369,74.58237764,4726,0.269687432,0.589907553,0.279652262,365
West Bengal,West Bengal_City_3,Dowry Death,2021,Afternoon,Summer,26.10298137,92.05216935,14885,0.933776473,0.642846826,0.126700482,129
Jharkhand,Jharkhand_City_5,Human Trafficking,2022,Morning,Winter,31.54239483,77.91362222,6094,0.837040531,0.866349914,0.394449617,163
Mizoram,Mizoram_City_3,Eve Teasing,2023,Evening,Summer,26.07310082,89.50719134,1312,0.79586006,0.556764436,0.01780906,192
Sikkim,Sikkim_City_1,Dowry Death,2019,Evening,Summer,27.53893066,81.06016119,3328,0.571363159,0.695363454,0.197314761,156
Rajasthan,Rajasthan_City_3,Kidnapping,2021,Evening,Winter,29.73171366,83.8251831,4285,0.677147164,0.587751614,0.020478385,295
Chhattisgarh,Chhattisgarh_City_5,Domestic Violence,2019,Night,Monsoon,14.26491177,96.05086452,12285,0.965707866,0.541684036,0.195289133,284
Karnataka,Karnataka_City_2,Harassment,2022,Evening,Summer,23.53340052,85.93043316,3041,0.557381175,0.298759893,0.090332214,185
Jammu and Kashmir,Jammu and Kashmir_City_4,Rape,2022,Morning,Monsoon,8.640489514,78.38087464,19760,0.730648568,0.871279759,0.224757579,168
Tamil Nadu,Tamil Nadu_City_5,Domestic Violence,2021,Afternoon,Monsoon,29.11537668,85.40729089,15727,0.760692559,0.884440899,0.173133533,234
Nagaland,Nagaland_City_4,Cyber Crime,2023,Evening,Winter,26.80547215,69.98478057,11719,0.295504809,0.46227427,0.328140698,354
Uttarakhand,Uttarakhand_City_5,Stalking,2021,Morning,Summer,17.44891294,73.5603503,4675,0.883637915,0.472003509,0.349163377,179
Chhattisgarh,Chhattisgarh_City_3,Eve Teasing,2020,Evening,Monsoon,10.44366662,78.32669947,11432,0.345454122,0.544277226,0.074544912,173
Assam,Assam_City_2,Cyber Crime,2020,Evening,Summer,23.52508527,86.42437705,13565,0.23319786,0.457654028,0.228300418,244
Uttar Pradesh,Uttar Pradesh_City_3,Cyber Crime,2021,Evening,Summer,27.34089598,80.62649338,11889,0.412065027,0.75695396,0.085219522,215
West Bengal,West Bengal_City_1,Dowry Death,2019,Morning,Summer,15.50822397,69.5319739,13021,0.281103874,0.833513059,0.326513082,360
Delhi,Delhi_City_2,Eve Teasing,2019,Night,Monsoon,24.36808105,85.41691271,13808,0.76594102,0.769422356,0.360358557,326
Jharkhand,Jharkhand_City_4,Harassment,2020,Afternoon,Winter,11.52103226,88.91283836,873,0.353618695,0.733348522,0.253118031,244
Karnataka,Karnataka_City_4,Human Trafficking,2022,Afternoon,Summer,22.20379017,83.33104152,1774,0.309096262,0.782409806,0.327127586,217
West Bengal,West Bengal_City_2,Assault,2022,Evening,Monsoon,13.38753169,70.46402241,10592,0.726645952,0.55017346,0.117934111,251
Goa,Goa_City_3,Harassment,2019,Night,Summer,18.06306773,95.05316301,7098,0.601897456,0.462307195,0.297481641,430
Gujarat,Gujarat_City_2,Human Trafficking,2020,Night,Winter,17.16391709,92.71415934,9761,0.209602422,0.642251901,0.298858797,226
Chhattisgarh,Chhattisgarh_City_5,Rape,2022,Night,Summer,27.5099236,77.78073999,16553,0.691348995,0.389287826,0.198564253,182
Meghalaya,Meghalaya_City_4,Harassment,2019,Afternoon,Monsoon,11.07865025,92.28670307,9613,0.355966617,0.603929161,0.309811381,165
Kerala,Kerala_City_1,Cyber Crime,2023,Afternoon,Winter,24.72742967,71.45710284,837,0.521845633,0.539962815,0.159324427,166
Sikkim,Sikkim_City_1,Domestic Violence,2020,Evening,Summer,23.87801864,95.36956523,12917,0.280450186,0.514609188,0.250517956,374
Chhattisgarh,Chhattisgarh_City_1,Rape,2023,Evening,Winter,26.95981578,78.15576175,6827,0.285298895,0.493438657,0.048802921,307
Assam,Assam_City_1,Kidnapping,2021,Night,Monsoon,36.02195463,96.13215924,19719,0.613302073,0.427680306,0.211711677,229
Mizoram,Mizoram_City_5,Eve Teasing,2021,Night,Monsoon,21.21383693,81.97850285,9594,0.41216683,0.335807361,0.047299871,238
Chhattisgarh,Chhattisgarh_City_3,Dowry Death,2021,Afternoon,Winter,34.47122321,85.70052723,15472,0.45391108,0.376255279,0.210969023,308
Jammu and Kashmir,Jammu and Kashmir_City_4,Harassment,2020,Afternoon,Monsoon,22.92752362,70.88781169,17615,0.970948151,0.501588934,0.245253094,332
Chhattisgarh,Chhattisgarh_City_2,Harassment,2023,Afternoon,Winter,19.42861443,92.67760508,13615,0.300892258,0.665377222,0.308875413,146
Kerala,Kerala_City_1,Rape,2021,Morning,Monsoon,12.65721716,83.58287441,11693,0.775387535,0.417240364,0.133323898,249
Arunachal Pradesh,Arunachal Pradesh_City_1,Harassment,2019,Morning,Summer,21.81334821,87.42287909,11718,0.440773056,0.347235818,0.305015924,191
Manipur,Manipur_City_4,Assault,2023,Evening,Summer,14.06207408,88.17805404,11296,0.232267082,0.460936203,0.192737228,375
Tamil Nadu,Tamil Nadu_City_2,Domestic Violence,2019,Evening,Summer,20.84205174,92.57081289,18992,0.304282504,0.362827899,0.309933842,206
Sikkim,Sikkim_City_1,Eve Teasing,2021,Afternoon,Summer,32.31965774,91.44854549,13261,0.227545047,0.55666044,0.328495545,351
Uttarakhand,Uttarakhand_City_1,Eve Teasing,2023,Morning,Summer,22.65559244,79.68790803,19287,0.510378204,0.863652665,0.062141305,303
Bihar,Bihar_City_1,Dowry Death,2020,Afternoon,Summer,29.79127621,95.29869739,18899,0.850450238,0.279383677,0.177171269,271
Uttarakhand,Uttarakhand_City_5,Domestic Violence,2021,Night,Summer,17.63300314,88.32344412,17707,0.93893187,0.998014505,0.02265592,245
Goa,Goa_City_1,Eve Teasing,2022,Afternoon,Monsoon,16.99890636,79.57465691,4377,0.426212366,0.443592339,0.393349283,356
Jammu and Kashmir,Jammu and Kashmir_City_4,Cyber Crime,2020,Morning,Winter,14.93142151,86.23731401,17056,0.880403383,0.792695415,0.221603598,167
Sikkim,Sikkim_City_1,Assault,2023,Night,Winter,17.4603947,89.92957479,9063,0.591381804,0.306675574,0.104592268,223
Assam,Assam_City_5,Assault,2019,Evening,Monsoon,34.80497744,74.68121254,19277,0.495483304,0.730994191,0.056112973,377
Haryana,Haryana_City_4,Kidnapping,2021,Night,Winter,33.10156538,84.73926612,16217,0.32139433,0.678246411,0.26924829,304
Bihar,Bihar_City_2,Harassment,2021,Evening,Monsoon,28.33183003,79.91121476,18746,0.205882436,0.753376091,0.267923645,380
Karnataka,Karnataka_City_4,Assault,2019,Morning,Winter,36.39192338,80.20136031,4122,0.927944127,0.773809501,0.237007351,71
West Bengal,West Bengal_City_2,Stalking,2021,Evening,Summer,21.24975408,81.77814258,15439,0.580370885,0.805542127,0.278757225,189
Punjab,Punjab_City_3,Assault,2021,Evening,Winter,33.02582908,81.93623828,17818,0.224332705,0.781501525,0.350865332,299
Bihar,Bihar_City_4,Rape,2022,Evening,Summer,31.96747368,84.17297204,10490,0.977476241,0.610092195,0.123441973,89
Tamil Nadu,Tamil Nadu_City_4,Rape,2020,Morning,Winter,32.87787572,76.84219061,15861,0.34053768,0.610551913,0.288998597,134
Tamil Nadu,Tamil Nadu_City_1,Stalking,2019,Night,Monsoon,21.67716459,74.59696651,6671,0.260241147,0.500681972,0.330012413,254
Meghalaya,Meghalaya_City_5,Dowry Death,2020,Night,Summer,17.54768784,69.52196959,12253,0.568284299,0.767737075,0.393647517,319
Punjab,Punjab_City_1,Stalking,2022,Night,Winter,10.80414223,88.8932455,12106,0.708728613,0.812694741,0.040893129,251
Delhi,Delhi_City_4,Dowry Death,2019,Morning,Summer,8.563993461,73.47502681,11159,0.684717452,0.54268144,0.020571594,247
Rajasthan,Rajasthan_City_3,Harassment,2023,Afternoon,Monsoon,11.24610277,85.67567084,16929,0.546271937,0.628433978,0.196023523,374
West Bengal,West Bengal_City_3,Eve Teasing,2023,Morning,Summer,34.35709678,90.77050665,10558,0.692055803,0.94152605,0.385202815,235
Sikkim,Sikkim_City_2,Dowry Death,2021,Night,Winter,33.82278749,75.61890736,18296,0.663863661,0.426040214,0.118813233,374
Uttarakhand,Uttarakhand_City_5,Human Trafficking,2019,Morning,Monsoon,9.594022898,84.77771273,17035,0.323616664,0.551650353,0.209079451,205
Jammu and Kashmir,Jammu and Kashmir_City_2,Eve Teasing,2022,Night,Winter,17.1772568,70.52204359,13609,0.467902632,0.656683149,0.364742203,432
Assam,Assam_City_4,Cyber Crime,2020,Evening,Summer,27.71143858,84.53526732,16798,0.630032115,0.211357308,0.11047648,181
Arunachal Pradesh,Arunachal Pradesh_City_5,Domestic Violence,2023,Night,Summer,27.96181393,89.71225587,9049,0.630576081,0.626658838,0.168201651,350
Uttarakhand,Uttarakhand_City_2,Assault,2022,Night,Monsoon,22.45165782,85.49411726,18476,0.417331353,0.283005075,0.125214594,270
Manipur,Manipur_City_1,Dowry Death,2022,Evening,Winter,11.86647767,92.70353185,8500,0.916581084,0.223155453,0.103461856,277
Meghalaya,Meghalaya_City_1,Assault,2022,Night,Winter,31.02641906,84.71817819,17583,0.76439202,0.350003566,0.302733398,189
Nagaland,Nagaland_City_5,Harassment,2019,Evening,Monsoon,12.16279792,73.37685666,12490,0.608875057,0.556414252,0.387117721,157
Nagaland,Nagaland_City_2,Dowry Death,2021,Evening,Winter,33.03951576,72.04405685,1088,0.395318048,0.560087887,0.371072676,276
Uttarakhand,Uttarakhand_City_2,Dowry Death,2021,Night,Monsoon,18.78926347,70.68103599,14366,0.515583513,0.893648146,0.105158168,431
Sikkim,Sikkim_City_3,Dowry Death,2019,Morning,Monsoon,15.18131765,78.09350671,9319,0.869959676,0.458391747,0.356714754,289
Haryana,Haryana_City_1,Cyber Crime,2021,Evening,Monsoon,13.01769222,75.73638985,5011,0.78917854,0.241325886,0.029224852,222
Mizoram,Mizoram_City_3,Assault,2019,Afternoon,Summer,18.25072257,77.15336325,15053,0.456586866,0.353806335,0.130693124,270
Chhattisgarh,Chhattisgarh_City_4,Assault,2021,Afternoon,Winter,30.60158994,83.15240746,13519,0.986672615,0.393281021,0.275700023,320
Bihar,Bihar_City_4,Domestic Violence,2022,Afternoon,Monsoon,19.04582052,82.38523905,809,0.593673608,0.989189921,0.118524388,127
Karnataka,Karnataka_City_1,Rape,2019,Morning,Summer,8.88026036,92.47057305,8277,0.447735096,0.95026064,0.274086537,128
Manipur,Manipur_City_5,Eve Teasing,2020,Night,Winter,10.10730204,73.77370918,13930,0.403187803,0.902153743,0.044930749,229
Mizoram,Mizoram_City_1,Eve Teasing,2022,Night,Monsoon,15.86312535,90.04951842,13104,0.493343104,0.512733941,0.390818046,443
Tripura,Tripura_City_2,Human Trafficking,2020,Afternoon,Winter,16.79520524,88.78158267,15238,0.41343564,0.60474064,0.313313885,249
Madhya Pradesh,Madhya Pradesh_City_5,Human Trafficking,2021,Night,Summer,18.43059128,87.92979596,454,0.708505599,0.994354773,0.313309821,181
Punjab,Punjab_City_2,Kidnapping,2022,Evening,Summer,28.10794862,90.22111871,9682,0.309642242,0.889769139,0.328276018,312
Manipur,Manipur_City_2,Stalking,2022,Evening,Monsoon,34.38256691,92.70191982,1136,0.380128819,0.729854331,0.247775944,240
Nagaland,Nagaland_City_3,Eve Teasing,2020,Afternoon,Winter,12.53450211,89.80214674,3507,0.655438347,0.201661214,0.111676422,334
Punjab,Punjab_City_3,Cyber Crime,2020,Afternoon,Monsoon,24.80008868,93.78101771,4045,0.771567747,0.555702126,0.020561642,329
Nagaland,Nagaland_City_3,Assault,2021,Night,Monsoon,16.59690174,94.95983862,10786,0.603306274,0.458247835,0.110661981,404
Odisha,Odisha_City_4,Eve Teasing,2021,Night,Winter,21.19719343,72.74306004,4090,0.284971062,0.820701804,0.325103358,377
Mizoram,Mizoram_City_1,Harassment,2022,Afternoon,Winter,11.30501073,86.67333075,5508,0.566690784,0.622965856,0.023406975,258
Sikkim,Sikkim_City_1,Domestic Violence,2021,Afternoon,Summer,10.47278191,93.11932756,12118,0.434124078,0.63634236,0.062032371,280
Sikkim,Sikkim_City_3,Stalking,2019,Evening,Winter,36.97243545,74.38949441,17305,0.668028135,0.590833973,0.214436546,253
Tripura,Tripura_City_5,Harassment,2021,Night,Winter,15.74717803,94.40928487,13503,0.894399674,0.862548695,0.254161337,213
