state,city,crime_type,year,time_of_day,season,latitude,longitude,population_density,police_presence_index,street_lighting_index,repeat_offender_rate,crime_count,severity_weight,severity_score,time_severity,norm_crime_count,norm_severity_score,norm_population_density,norm_police_presence_index,norm_street_lighting_index,norm_repeat_offender_rate,norm_time_severity,police_risk,lighting_risk,risk_index,final_risk_index,risk_level
Tripura,Tripura_City_2,Human Trafficking,2020,Afternoon,Winter,16.79520524,88.78158267,15238,0.41343564,0.60474064,0.313313885,249,5,1245,3,0.46118721461187207,0.49697754749568224,0.7611122284794851,0.26726842948363133,0.5061653660368317,0.7776929940049627,0.20000000000000007,0.7327315705163686,0.4938346339631683,0.5236346726995584,0.5909985899178033,Medium Risk
Madhya Pradesh,Madhya Pradesh_City_5,Human Trafficking,2021,Night,Summer,18.43059128,87.92979596,454,0.708505599,0.994354773,0.313309821,181,5,905,7,0.30593607305936066,0.3501727115716753,0.017749396621078033,0.6367771203312513,0.9952308804205814,0.7776825468453759,1.0,0.36322287966874867,0.0047691195794186125,0.45085411780908147,0.49848860797697003,Medium Risk
Punjab,Punjab_City_2,Kidnapping,2022,Evening,Summer,28.10794862,90.22111871,9682,0.309642242,0.889769139,0.328276018,312,4,1248,5,0.6050228310502282,0.498272884283247,0.4817477876106194,0.13729056679783358,0.8639491260973609,0.8161555410548089,0.6,0.8627094332021664,0.13605087390263915,0.5863600541078925,0.6707276316934402,High Risk
Manipur,Manipur_City_2,Stalking,2022,Evening,Monsoon,34.38256691,92.70191982,1136,0.380128819,0.729854331,0.247775944,240,3,720,5,0.44063926940639264,0.270293609671848,0.05204143201930812,0.22555913496339175,0.6632150889876274,0.6092172733799327,0.6,0.7744408650366083,0.3367849110123726,0.41988124278092986,0.45911957439620366,Medium Risk
Nagaland,Nagaland_City_3,Eve Teasing,2020,Afternoon,Winter,12.53450211,89.80214674,3507,0.655438347,0.201661214,0.111676422,334,2,668,3,0.6552511415525114,0.24784110535405873,0.17125905068382943,0.5703223348971274,0.00019746057022823615,0.2593517650071243,0.20000000000000007,0.42967766510287264,0.9998025394297718,0.38327574177272633,0.4125910168398617,Medium Risk
Punjab,Punjab_City_3,Cyber Crime,2020,Afternoon,Monsoon,24.80008868,93.78101771,4045,0.771567747,0.555702126,0.020561642,329,2,658,3,0.6438356164383561,0.24352331606217614,0.19831053901850362,0.7157482627291083,0.444609472544578,0.02512670413603177,0.20000000000000007,0.2842517372708917,0.5553905274554221,0.3174219058837039,0.32888545595212515,Low Risk
Nagaland,Nagaland_City_3,Assault,2021,Night,Monsoon,16.59690174,94.95983862,10786,0.603306274,0.458247835,0.110661981,404,3,1212,7,0.8150684931506849,0.48272884283246975,0.5372586484312147,0.5050386506119287,0.3222793799736839,0.2567439827683357,1.0,0.49496134938807135,0.6777206200263162,0.62532089472488,0.720250016721983,High Risk
Odisha,Odisha_City_4,Eve Teasing,2021,Night,Winter,21.19719343,72.74306004,4090,0.284971062,0.820701804,0.325103358,377,2,754,7,0.7534246575342465,0.2849740932642487,0.20057320997586484,0.10639546837994962,0.7772519330083982,0.8079997129704599,1.0,0.8936045316200504,0.22274806699160177,0.606674595573362,0.6965490597786607,High Risk
Mizoram,Mizoram_City_1,Harassment,2022,Afternoon,Winter,11.30501073,86.67333075,5508,0.566690784,0.622965856,0.023406975,258,2,516,3,0.4817351598173515,0.18221070811744386,0.2718724859211585,0.45918599309132974,0.5290426794678484,0.03244108600825412,0.20000000000000007,0.5408140069086702,0.47095732053215156,0.2786284448490939,0.27957582393386515,Low Risk
Sikkim,Sikkim_City_1,Domestic Violence,2021,Afternoon,Summer,10.47278191,93.11932756,12118,0.434124078,0.63634236,0.062032371,280,4,1120,3,0.5319634703196346,0.4430051813471502,0.604233708769107,0.2931760402311631,0.545833617617457,0.13173382127326883,0.20000000000000007,0.7068239597688368,0.45416638238254303,0.4119751240921662,0.44907025698964853,Medium Risk
Sikkim,Sikkim_City_3,Stalking,2019,Evening,Winter,36.97243545,74.38949441,17305,0.668028135,0.590833973,0.214436546,253,3,759,5,0.47031963470319627,0.28713298791019,0.8650442477876106,0.5860882098702862,0.48870893755116745,0.5235130382826677,0.6,0.4139117901297138,0.5112910624488325,0.49065467880343505,0.5490783456392264,Medium Risk
Tripura,Tripura_City_5,Harassment,2021,Night,Winter,15.74717803,94.40928487,13503,0.894399674,0.862548695,0.254161337,213,2,426,7,0.37899543378995426,0.14335060449050085,0.6738736926790023,0.8695675966046399,0.8297804979110366,0.6256319435806492,1.0,0.1304324033953601,0.17021950208896341,0.4568512656493275,0.5061114687703858,Medium Risk
Punjab,Punjab_City_5,Domestic Violence,2023,Night,Winter,11.93418255,75.54139317,10889,0.50935716,0.85691394,0.388101451,368,4,1472,7,0.732876712328767,0.5949913644214162,0.5424376508447305,0.38738853726903205,0.8227074373644845,0.9699463495939336,1.0,0.612611462730968,0.17729256263551552,0.7211979379794331,0.8421175066492926,High Risk
Mizoram,Mizoram_City_3,Harassment,2022,Night,Summer,22.70298898,84.59298689,4832,0.3364809,0.549406254,0.190960167,253,2,506,7,0.47031963470319627,0.1778929188255613,0.2378821399839099,0.1708999434192165,0.4367065408555619,0.46316326516893314,1.0,0.8291000565807836,0.5632934591444381,0.4749355179421814,0.5290980186193524,Medium Risk
Uttar Pradesh,Uttar Pradesh_City_3,Eve Teasing,2019,Morning,Monsoon,34.98949541,68.71468773,13853,0.259968035,0.378407859,0.169079416,267,2,534,2,0.502283105022831,0.18998272884283246,0.6914722445695897,0.07508480630744191,0.22205976363131102,0.40691530808798304,0.0,0.9249151936925581,0.7779402363686889,0.38839375063963466,0.4190964207703924,Medium Risk
Himachal Pradesh,Himachal Pradesh_City_2,Human Trafficking,2022,Afternoon,Monsoon,8.627721279,70.66155059,4533,0.903459571,0.611381609,0.220284521,172,5,860,3,0.28538812785388123,0.33074265975820377,0.2228479485116653,0.8809130778289223,0.5145014828377885,0.5385461898783542,0.20000000000000007,0.11908692217107775,0.4854985171622115,0.3173286922026054,0.3287669738112836,Low Risk
Tamil Nadu,Tamil Nadu_City_3,Human Trafficking,2023,Afternoon,Monsoon,34.44273852,80.73478916,2086,0.370131429,0.277614575,0.035053045,225,5,1125,3,0.40639269406392686,0.44516407599309155,0.09980893000804505,0.2130396548261641,0.09553837975254043,0.06237916471139103,0.20000000000000007,0.7869603451738358,0.9044616202474596,0.3467980584928326,0.3662249259719841,Medium Risk
Gujarat,Gujarat_City_3,Dowry Death,2020,Morning,Winter,20.37994711,81.60172325,15874,0.712868883,0.449322333,0.214874123,140,5,700,2,0.21232876712328766,0.2616580310880829,0.7930913113435237,0.6422411511804111,0.3110755892047203,0.5246378996878183,0.0,0.35775884881958886,0.6889244107952797,0.32883567862111124,0.3433932858443714,Medium Risk
Goa,Goa_City_5,Assault,2022,Morning,Summer,17.80869805,94.50241242,16870,0.582293884,0.484227179,0.276179575,331,3,993,2,0.6484018264840182,0.38816925734024177,0.843171761866452,0.4787253629197728,0.35489010982293295,0.682233332903262,0.0,0.5212746370802273,0.6451098901770671,0.5041141734410642,0.5661864538108878,Medium Risk
Himachal Pradesh,Himachal Pradesh_City_5,Kidnapping,2020,Afternoon,Monsoon,16.90100112,69.6557358,15720,0.300200985,0.724407977,0.02552088,398,4,1592,3,0.8013698630136986,0.6468048359240068,0.7853479485116652,0.12546751803390999,0.6563785199442607,0.03787521565550463,0.20000000000000007,0.87453248196609,0.34362148005573934,0.5371674500350101,0.6081998463357557,Medium Risk
West Bengal,West Bengal_City_3,Harassment,2021,Night,Monsoon,28.75634187,96.21101735,8499,0.567442951,0.261575346,0.27159836,387,2,774,7,0.776255707762557,0.2936096718480138,0.4222646822204344,0.46012791291404126,0.07540503982258528,0.6704565897421791,1.0,0.5398720870859588,0.9245949601774147,0.6334846539491817,0.7306268161232238,High Risk
Jammu and Kashmir,Jammu and Kashmir_City_2,Harassment,2020,Evening,Monsoon,24.61005546,71.97958725,5436,0.901696374,0.394543984,0.224722547,114,2,228,5,0.15296803652968036,0.057858376511226245,0.2682522123893805,0.8787050705570725,0.24231473285565763,0.549954842898177,0.6,0.12129492944292752,0.7576852671443424,0.2959740607632548,0.3016235071012494,Low Risk
Arunachal Pradesh,Arunachal Pradesh_City_5,Kidnapping,2022,Evening,Winter,34.42249454,91.79471762,9763,0.77658009,0.611218696,0.246243955,321,4,1284,5,0.6255707762557077,0.5138169257340242,0.4858205953338696,0.7220250938449768,0.5142969853019026,0.605279051537342,0.6,0.2779749061550232,0.4857030146980974,0.5524047388040773,0.6275676748852205,Medium Risk
Uttar Pradesh,Uttar Pradesh_City_3,Eve Teasing,2020,Afternoon,Monsoon,23.28445454,84.89347955,16065,0.805317239,0.665948062,0.082770138,170,2,340,3,0.2808219178082192,0.10621761658031087,0.8026950925181013,0.7580119030127748,0.5829963554417597,0.18504355585096888,0.20000000000000007,0.24198809698722523,0.41700364455824035,0.26773551330386125,0.26573002539538687,Low Risk
Assam,Assam_City_5,Stalking,2022,Night,Winter,13.3432109,69.65306924,3915,0.299896062,0.620356101,0.052701479,331,3,993,7,0.6484018264840182,0.38816925734024177,0.1917739340305712,0.1250856706275486,0.5257667686027503,0.1077472765361626,1.0,0.8749143293724514,0.4742332313972497,0.5119396338780315,0.5761332480444844,Medium Risk
Kerala,Kerala_City_2,Domestic Violence,2021,Evening,Summer,36.95124394,83.69951651,3420,0.677077198,0.419370311,0.020377263,317,4,1268,5,0.6164383561643835,0.5069084628670121,0.16688455349959774,0.5974201239487626,0.273478131090275,0.024652728536262422,0.6,0.40257987605123735,0.726521868909725,0.4476781566362962,0.49445170401022653,Medium Risk
Jharkhand,Jharkhand_City_2,Human Trafficking,2023,Night,Monsoon,28.75300079,87.92130162,6797,0.364705591,0.481984838,0.059182955,226,5,1130,7,0.4086757990867579,0.4473229706390328,0.33668543845534993,0.20624501431810993,0.3520753976200038,0.124408943398932,1.0,0.7937549856818901,0.6479246023799963,0.4884135571899168,0.5462296984929417,Medium Risk
Uttarakhand,Uttarakhand_City_1,Assault,2021,Night,Winter,25.97268778,70.24493501,11789,0.347281059,0.284520276,0.327011879,311,3,933,7,0.6027397260273972,0.36226252158894645,0.5876910699919549,0.18442471099149288,0.10420680300952068,0.812905870318354,1.0,0.8155752890085071,0.8957931969904793,0.6575239737509839,0.7611827392551814,High Risk
Delhi,Delhi_City_5,Human Trafficking,2020,Morning,Monsoon,30.5299187,70.05295164,13493,0.867566602,0.244971124,0.301533048,228,5,1140,2,0.41324200913242004,0.45164075993091535,0.6733708769106999,0.8359652151906107,0.05456248898685373,0.7474084752535877,0.0,0.16403478480938927,0.9454375110131463,0.4511426660360688,0.49885537615162634,Medium Risk
Delhi,Delhi_City_3,Rape,2019,Night,Summer,16.29791623,86.57297095,6116,0.226409549,0.963149402,0.091868038,442,5,2210,7,0.9018264840182647,0.9136442141623489,0.3024436846339501,0.03306035803519958,0.9560601483371773,0.20843115752546243,1.0,0.9669396419648004,0.04393985166282266,0.7159206913187489,0.8354096985814389,High Risk
Nagaland,Nagaland_City_3,Harassment,2023,Evening,Monsoon,30.46259041,74.31413809,13347,0.595496649,0.93186796,0.092568605,132,2,264,5,0.19406392694063926,0.07340241796200345,0.6660297666934835,0.495258853578233,0.9167939276675197,0.21023207663232168,0.6,0.504741146421767,0.08320607233248034,0.28440173532756957,0.28691414388356445,Low Risk
Uttar Pradesh,Uttar Pradesh_City_5,Dowry Death,2022,Morning,Summer,22.51796644,94.44176826,2163,0.802976141,0.402703519,0.359079858,356,5,1780,2,0.7054794520547945,0.7279792746113989,0.10368061142397425,0.7550802048485237,0.2525570388808018,0.8953417202791168,0.0,0.24491979515147633,0.7474429611191982,0.552652138664347,0.6278821401519413,Medium Risk
Delhi,Delhi_City_2,Cyber Crime,2023,Morning,Winter,27.81945304,85.21685398,18087,0.558377325,0.524377341,0.393794891,204,2,408,2,0.35844748858447484,0.13557858376511225,0.9043644408688656,0.4487752574071006,0.4052888453100793,0.9845822443474073,0.0,0.5512247425928993,0.5947111546899206,0.41892709369053543,0.4579067735972254,Medium Risk
Goa,Goa_City_5,Eve Teasing,2019,Morning,Winter,34.27798855,69.60791184,15402,0.401858195,0.932231952,0.11361737,109,2,218,2,0.1415525114155251,0.0535405872193437,0.769358407079646,0.2527702861964987,0.9172508308433382,0.2643412811256687,0.0,0.7472297138035013,0.08274916915666175,0.20685925168354025,0.1883513646858596,Low Risk
Sikkim,Sikkim_City_2,Rape,2019,Afternoon,Monsoon,13.70334974,95.47169998,7269,0.925588415,0.334999551,0.387647514,209,5,1045,3,0.36986301369863006,0.41062176165803105,0.3604183427192277,0.9086244727947894,0.16757122052564233,0.9687794322018636,0.20000000000000007,0.09137552720521058,0.8324287794743577,0.452670158275346,0.500796942545053,Medium Risk
Uttarakhand,Uttarakhand_City_4,Assault,2020,Morning,Summer,13.51660999,83.1056877,19743,0.35064202,0.442988037,0.04627679,344,3,1032,2,0.6780821917808219,0.40500863557858374,0.9876307320997586,0.1886335579486984,0.303124425555585,0.09123158970574013,0.0,0.8113664420513016,0.6968755744444151,0.45863261933047417,0.5083757136242634,Medium Risk
Tamil Nadu,Tamil Nadu_City_3,Harassment,2019,Morning,Winter,22.92874281,82.88455463,14051,0.538785607,0.561893407,0.296120708,281,2,562,2,0.5342465753424657,0.20207253886010362,0.7014279967819791,0.4242410415412429,0.4523811157435667,0.7334951928425996,0.0,0.575758958458757,0.5476188842564333,0.42041574929098974,0.45979897547616666,Medium Risk
Goa,Goa_City_3,Eve Teasing,2019,Afternoon,Summer,23.80448606,70.51670567,11031,0.857177002,0.48325165,0.265770099,96,2,192,3,0.11187214611872145,0.04231433506044904,0.5495776347546258,0.8229545803315386,0.3536655711017432,0.6554741161248625,0.20000000000000007,0.17704541966846143,0.6463344288982569,0.26299449361732047,0.2597038052567381,Low Risk
Maharashtra,Maharashtra_City_4,Dowry Death,2022,Night,Summer,14.65241156,74.33079024,14026,0.214136036,0.282214594,0.077157017,482,5,2410,7,0.9931506849315067,1.0,0.7001709573612228,0.017690546292584153,0.10131258163040202,0.17061413388559937,1.0,0.9823094537074158,0.898687418369598,0.8379467306556896,0.9905146811191424,High Risk
Andhra Pradesh,Andhra Pradesh_City_4,Assault,2023,Morning,Monsoon,22.80508758,72.07716563,6722,0.993299474,0.330892963,0.279793279,333,3,999,2,0.6529680365296803,0.3907599309153713,0.33291432019308126,0.9934173295525182,0.1624164009170268,0.6915229348687182,0.0,0.006582670447481842,0.8375835990829732,0.44016017758740145,0.48489574353298903,Medium Risk
Telangana,Telangana_City_5,Assault,2023,Morning,Monsoon,36.41870797,96.58242128,11210,0.305445464,0.909634196,0.117259661,342,3,1026,2,0.6735159817351598,0.4024179620034542,0.5585780370072405,0.13203504722608994,0.8888848599352488,0.27370437052988206,0.0,0.8679649527739101,0.1111151400647512,0.41485094985679294,0.4527256645356744,Medium Risk
West Bengal,West Bengal_City_1,Cyber Crime,2023,Morning,Summer,34.3956876,79.10216845,17024,0.544114186,0.550212044,0.131044647,205,2,410,2,0.36073059360730586,0.13644214162348878,0.8509151246983105,0.43091388704893535,0.4377180136627747,0.3091408736412012,0.0,0.5690861129510647,0.5622819863372253,0.3123242322881244,0.32240589979901557,Low Risk
Uttar Pradesh,Uttar Pradesh_City_3,Human Trafficking,2019,Evening,Summer,21.02896186,95.27441876,13200,0.391465829,0.699290736,0.194889743,249,5,1245,5,0.46118721461187207,0.49697754749568224,0.6586383748994368,0.23975618754517075,0.6248499501385918,0.4732648664436944,0.6,0.7602438124548292,0.3751500498614082,0.5231644510991982,0.5904009001664271,Medium Risk
Madhya Pradesh,Madhya Pradesh_City_4,Harassment,2022,Afternoon,Monsoon,15.77192074,94.45403887,7381,0.776843729,0.405721881,0.290561381,269,2,538,3,0.5068493150684931,0.19170984455958548,0.36604987932421557,0.7223552423361228,0.2563458561723099,0.719204056926151,0.20000000000000007,0.2776447576638772,0.74365414382769,0.40019033145294225,0.4340908307421891,Medium Risk
Haryana,Haryana_City_2,Rape,2023,Evening,Monsoon,18.88431903,86.17584711,5660,0.276447283,0.918517156,0.374815682,250,5,1250,5,0.4634703196347031,0.49913644214162345,0.2795152855993564,0.09572135424769923,0.9000352495995023,0.9357931633299238,0.6,0.9042786457523008,0.09996475040049768,0.5491843633111458,0.6234743167191265,Medium Risk
Chhattisgarh,Chhattisgarh_City_3,Cyber Crime,2019,Afternoon,Winter,13.04486574,69.33969801,14133,0.930084022,0.341881089,0.012746737,273,2,546,3,0.5159817351598173,0.19516407599309152,0.7055510860820595,0.914254208409913,0.17620931302964637,0.005037245550643027,0.20000000000000007,0.085745791590087,0.8237906869703536,0.3245739721570517,0.33797631164541725,Medium Risk
Arunachal Pradesh,Arunachal Pradesh_City_1,Human Trafficking,2023,Night,Monsoon,19.99747493,87.68773278,17559,0.932651479,0.602300416,0.32009301,217,5,1085,7,0.38812785388127846,0.4278929188255613,0.877815768302494,0.9174693702586243,0.5031022599924428,0.7951198150517539,1.0,0.0825306297413757,0.49689774000755715,0.5900261607521691,0.675387550265998,High Risk
Nagaland,Nagaland_City_1,Kidnapping,2020,Evening,Winter,35.96624379,72.74813978,17025,0.370563145,0.825383191,0.089464639,347,4,1388,5,0.684931506849315,0.5587219343696027,0.8509654062751407,0.21358028191852751,0.7831282725640385,0.20225283742116623,0.6,0.7864197180814725,0.2168717274359615,0.5665123988212901,0.6454996537686426,Medium Risk
Maharashtra,Maharashtra_City_5,Stalking,2020,Afternoon,Winter,10.56351205,77.92454022,1660,0.767171414,0.924880743,0.063716299,178,3,534,3,0.2990867579908676,0.18998272884283246,0.0783889782783588,0.7102428454481842,0.9080231809548589,0.1360626265264071,0.20000000000000007,0.28975715455181583,0.0919768190451411,0.19960236219506977,0.17912727019337765,Low Risk
Punjab,Punjab_City_3,Domestic Violence,2019,Afternoon,Monsoon,10.03199218,69.64214116,6819,0.781981662,0.829204571,0.105046203,177,4,708,3,0.29680365296803646,0.2651122625215889,0.33779163314561544,0.7287893466513398,0.7879250830928695,0.24230773056108085,0.20000000000000007,0.27121065334866024,0.21207491690713054,0.26476858028391953,0.26195881314635266,Low Risk
Uttar Pradesh,Uttar Pradesh_City_5,Harassment,2023,Night,Monsoon,20.93071198,88.54892283,867,0.986988027,0.488645049,0.303610515,207,2,414,7,0.365296803652968,0.1381692573402418,0.038515687851971035,0.9855136631602235,0.3604356680587029,0.7527489352155464,1.0,0.014486336839776515,0.6395643319412971,0.42533295775488517,0.4660491458256346,Medium Risk
Nagaland,Nagaland_City_1,Kidnapping,2019,Evening,Winter,23.50918452,96.8905103,2173,0.707943784,0.887145879,0.144460209,245,4,980,5,0.45205479452054786,0.38255613126079446,0.10418342719227675,0.6360735735322072,0.860656262998726,0.3436277134938565,0.6,0.36392642646779283,0.139343737001274,0.38577873936209506,0.4157725295686242,Medium Risk
Gujarat,Gujarat_City_5,Dowry Death,2021,Evening,Winter,25.26702925,93.7112678,2132,0.771962259,0.399037651,0.364984495,235,5,1175,5,0.4292237442922374,0.4667530224525043,0.10212188254223653,0.7162423001876748,0.24795543573751194,0.910520530574732,0.6,0.28375769981232524,0.752044564262488,0.5125745727303594,0.5769403067684908,Medium Risk
Sikkim,Sikkim_City_2,Assault,2021,Morning,Winter,12.18504927,70.7132228,5777,0.714975845,0.421715481,0.185374021,348,3,1044,2,0.687214611872146,0.41018998272884283,0.2853982300884956,0.644879646718636,0.27642192002199567,0.44880318673945324,0.0,0.35512035328136404,0.7235780799780043,0.4241463713329832,0.46454089834625534,Medium Risk
Karnataka,Karnataka_City_4,Dowry Death,2021,Evening,Monsoon,13.00994593,86.03744291,9925,0.330008852,0.967796577,0.342116746,376,5,1880,5,0.7511415525114155,0.7711571675302245,0.49396621078037006,0.16279516043253855,0.9618935430713624,0.8517353378594573,0.6,0.8372048395674614,0.038106456928637567,0.6914971665921703,0.8043654198618365,High Risk
Odisha,Odisha_City_2,Human Trafficking,2023,Evening,Summer,17.9579559,68.55387678,10550,0.206895202,0.215978346,0.238774678,350,5,1750,5,0.6917808219178082,0.7150259067357513,0.5253921962992759,0.008623031927338543,0.018169127748123015,0.5860780848007923,0.6,0.9913769680726614,0.9818308722518769,0.6808130065296631,0.790784986792552,High Risk
Maharashtra,Maharashtra_City_2,Harassment,2021,Afternoon,Winter,23.22946293,73.78923542,10752,0.538149296,0.774454529,0.182650544,180,2,360,3,0.30365296803652964,0.114853195164076,0.5355490748189863,0.42344420527441745,0.7191997592780326,0.441802055132638,0.20000000000000007,0.5765557947255826,0.2808002407219674,0.2973195583243233,0.3033337435134778,Low Risk
Tamil Nadu,Tamil Nadu_City_4,Kidnapping,2021,Afternoon,Monsoon,14.75754997,91.58111813,4719,0.481376089,0.552144263,0.037030031,317,4,1268,3,0.6164383561643835,0.5069084628670121,0.2322003218020917,0.35234854557091316,0.4401434433356172,0.06746132225148822,0.20000000000000007,0.6476514544290868,0.5598565566643827,0.40455133583045483,0.4396340206342515,Medium Risk
Telangana,Telangana_City_3,Dowry Death,2022,Night,Summer,25.33134076,89.42898321,11775,0.735414633,0.55846839,0.200281076,391,5,1955,7,0.7853881278538812,0.8035405872193436,0.5869871279163315,0.6704746270480026,0.4480818422855423,0.48712414701377676,1.0,0.32952537295199735,0.5519181577144576,0.7230716901453287,0.8444991974634043,High Risk
Tripura,Tripura_City_3,Dowry Death,2023,Morning,Winter,34.4401076,88.36039444,19460,0.584146812,0.588708485,0.230682197,226,5,1130,2,0.4086757990867579,0.4473229706390328,0.973401045856798,0.4810457380668574,0.48604090578847853,0.5652750728764573,0.0,0.5189542619331426,0.5139590942115215,0.4477767257558293,0.4945769933472157,Medium Risk
Rajasthan,Rajasthan_City_5,Assault,2021,Afternoon,Monsoon,31.2237249,81.08277202,11579,0.675309113,0.775440487,0.251311323,373,3,1119,3,0.7442922374429223,0.442573402417962,0.5771319388576025,0.5952059955574096,0.7204373890650166,0.6183055284520228,0.20000000000000007,0.4047940044425904,0.27956261093498336,0.5113932638876634,0.5754387675198712,Medium Risk
Gujarat,Gujarat_City_3,Assault,2019,Morning,Monsoon,14.31402207,75.25986775,14585,0.570559549,0.58946257,0.374608288,399,3,1197,2,0.8036529680365296,0.4762521588946459,0.7282783588093322,0.46403075023025325,0.48698747557940064,0.9352600240052796,0.0,0.5359692497697468,0.5130125244205994,0.5855422099240365,0.6696880854740854,High Risk
Rajasthan,Rajasthan_City_1,Human Trafficking,2023,Night,Monsoon,11.75203789,78.89881535,9237,0.943948475,0.566964093,0.080836255,313,5,1565,7,0.6073059360730593,0.635146804835924,0.4593724859211585,0.9316163143142568,0.4587461252409723,0.18007220144071212,1.0,0.06838368568574316,0.5412538747590276,0.5640431420577069,0.6423610283631326,Medium Risk
Gujarat,Gujarat_City_1,Eve Teasing,2021,Night,Monsoon,21.58071715,92.74071699,8517,0.768337452,0.5351389,0.211736146,276,2,552,7,0.5228310502283104,0.19775474956822106,0.4231697506033789,0.7117030455184279,0.4187973578154665,0.5165712297816067,1.0,0.2882969544815721,0.5812026421845335,0.493424089310017,0.5525984907705214,Medium Risk
Tripura,Tripura_City_2,Cyber Crime,2022,Afternoon,Monsoon,16.27671799,84.98844343,2470,0.543875736,0.445153869,0.385263035,281,2,562,3,0.5342465753424657,0.20207253886010362,0.11911705551086083,0.43061528210917394,0.30584309937009163,0.9626497489724154,0.20000000000000007,0.569384717890826,0.6941569006299084,0.4335660273736275,0.4765140443537321,Medium Risk
Telangana,Telangana_City_3,Stalking,2022,Morning,Summer,28.8092801,90.52781965,15550,0.203894726,0.530142599,0.049178444,265,3,795,2,0.49771689497716887,0.3026770293609672,0.7768000804505228,0.004865611272124704,0.41252572054254183,0.0986907536830537,0.0,0.9951343887278753,0.5874742794574581,0.37171253559131107,0.3978932449331951,Medium Risk
Kerala,Kerala_City_5,Harassment,2020,Afternoon,Monsoon,8.715428682,79.80005451,15483,0.511511824,0.786090159,0.277042814,296,2,592,3,0.5684931506849314,0.21502590673575128,0.7734312148028962,0.3900867688225074,0.7338054547319217,0.684452426307442,0.20000000000000007,0.6099132311774926,0.2661945452680783,0.4496961386038552,0.49701672258774,Medium Risk
Chhattisgarh,Chhattisgarh_City_4,Stalking,2020,Afternoon,Monsoon,14.93093273,76.15725234,9119,0.365438141,0.940051645,0.152784116,306,3,918,3,0.5913242009132419,0.3557858376511226,0.453439259855189,0.20716236826494266,0.9270665481273106,0.36502564282826644,0.20000000000000007,0.7928376317350574,0.0729334518726894,0.41016383623123737,0.44676796336800284,Medium Risk
Telangana,Telangana_City_4,Cyber Crime,2019,Afternoon,Summer,17.8166995,68.20566257,2006,0.526350255,0.984208966,0.263544157,323,2,646,3,0.6301369863013698,0.2383419689119171,0.0957864038616251,0.408668562887971,0.9824952943649974,0.6497519775163346,0.20000000000000007,0.5913314371120291,0.017504705635002615,0.38460298295428613,0.41427804791460404,Medium Risk
Haryana,Haryana_City_1,Kidnapping,2021,Afternoon,Winter,25.8724317,69.30095617,15782,0.706468101,0.919219186,0.253260053,203,4,812,3,0.3561643835616438,0.31001727115716754,0.7884654062751407,0.6342256128137251,0.9009164770345011,0.6233150494416069,0.20000000000000007,0.36577438718627486,0.09908352296549894,0.39213210723104663,0.4238481748794445,Medium Risk
Sikkim,Sikkim_City_2,Eve Teasing,2021,Night,Summer,31.51712059,79.61034218,7629,0.311441871,0.616185568,0.024474195,229,2,458,7,0.41552511415525106,0.15716753022452504,0.37851971037811744,0.13954419694729048,0.5205316816432652,0.035184545076726303,1.0,0.8604558030527095,0.47946831835673476,0.40329901996473694,0.4380422257063876,Medium Risk
Jammu and Kashmir,Jammu and Kashmir_City_4,Harassment,2019,Evening,Winter,27.49809976,87.9862609,2653,0.949194665,0.860427873,0.318611179,283,2,566,5,0.5388127853881278,0.20379965457685664,0.12831858407079647,0.9381859861487178,0.8271183231732779,0.7913105323406979,0.6,0.06181401385128216,0.17288167682672206,0.4189163327833306,0.4578930956123203,Medium Risk
Tamil Nadu,Tamil Nadu_City_5,Kidnapping,2021,Afternoon,Summer,23.71878502,96.07805639,10408,0.431320268,0.961808063,0.029445457,294,4,1176,3,0.5639269406392694,0.4671848013816926,0.5182522123893805,0.28966489946306656,0.9543764243845918,0.04796396620418937,0.20000000000000007,0.7103351005369334,0.045623575615408196,0.38459568548242407,0.4142687722366268,Medium Risk
Rajasthan,Rajasthan_City_4,Cyber Crime,2023,Morning,Monsoon,35.98292944,75.93271884,5896,0.986288094,0.629176313,0.206025745,196,2,392,2,0.34018264840182644,0.12867012089810018,0.2913817377312952,0.9846371546624164,0.5368383934576775,0.5018917340749459,0.0,0.015362845337583586,0.4631616065423225,0.24556134880334837,0.237544865766109,Low Risk
Himachal Pradesh,Himachal Pradesh_City_4,Domestic Violence,2023,Night,Summer,24.43889457,95.03573963,970,0.67948687,0.473339659,0.381793385,190,4,760,7,0.3264840182648402,0.2875647668393782,0.043694690265486724,0.6004376956090893,0.3412234840048101,0.9537304607685545,1.0,0.39956230439091067,0.6587765159951899,0.5038581754371915,0.5658610596070267,Medium Risk
Uttarakhand,Uttarakhand_City_3,Dowry Death,2022,Morning,Monsoon,27.35262364,71.64188098,9948,0.81211908,0.588232507,0.068258838,304,5,1520,2,0.5867579908675798,0.6157167530224524,0.49512268704746576,0.7665296774815191,0.48544343150382435,0.14773994686657926,0.0,0.23347032251848088,0.5145565684961757,0.4096932912579744,0.4461698625834676,Medium Risk
Delhi,Delhi_City_2,Dowry Death,2020,Afternoon,Winter,12.9992045,93.29944234,12271,0.686222751,0.267032778,0.260793787,202,5,1010,3,0.3538812785388128,0.3955094991364421,0.6119267900241351,0.6088728700282358,0.08225551459295083,0.6426817131676963,0.20000000000000007,0.39112712997176424,0.9177444854070491,0.44038621116532234,0.48518305052374977,Medium Risk
